"VESSEL","HAUL","CRUISE","HAUL_DATE","LAT","LON","VESSEL_TYPE","DUR","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","OFFICIAL_TOTAL_CATCH","POLLWT","POLLNO","SABLWT","SABLNO","HERRWT","HERRNO","CHIN","CHUM","DEPLOYMENT_DATE","DEPLOYMENT_LATITUDE","DEPLOYMENT_LONGITUDE_CONVERTED","CDQ_CODE","NMFS_AREA","PERFORMANCE"
"A279",4,24604,2021-02-22,55.53333,-163.558335,3,5.45833333333333,32,41,110,101720.43,129760,NA,NA,NA,NA,NA,NA,2021-02-22 15:34:00,5529,16337,NA,509,1
"A080",26,24719,2021-02-02,55.93083,-164.998335,1,11.625,41,50,122.12,118455.58,174196,NA,NA,NA,NA,NA,NA,2021-02-02 00:33:00,5559,16458,NA,517,1
"A291",148,24753,2021-02-25,55.7475,-164.095,2,8.33333333333333,39,51,56.2,54567.2,90946,NA,NA,NA,NA,NA,NA,2021-02-24 23:00:00,5547,16400,NA,509,1
"A080",11,24719,2021-01-27,55.743335,-164.696665,1,10.3333333333333,45,50,152.57,147909.29,202624,NA,NA,NA,NA,11,NA,2021-01-27 01:00:00,5544,16443,NA,509,1
"A255",149,24756,2021-02-25,55.68333,-164.158335,2,11,44,52,61.52,60198.74,89297,NA,NA,NA,NA,NA,NA,2021-02-25 09:52:00,5538,16358,NA,509,1
"A255",168,24756,2021-02-27,56.1,-164.875,2,5,42,49,58.54,58179.41,111905,NA,NA,NA,NA,NA,NA,2021-02-27 21:11:00,5605,16450,NA,509,1
"A282",24,24733,2021-02-01,56.068335,-163.951665,1,8.95833333333333,37,47,207.99,207497.75,269478,NA,NA,NA,NA,NA,NA,2021-02-01 11:35:00,5604,16359,"C54",509,1
"A225",24,24750,2021-02-23,55.704165,-163.53,1,7.91666666666667,34,44,98.03,80383.07,111237,NA,NA,NA,NA,NA,NA,2021-02-23 20:45:00,5544,16328,NA,509,1
"A045",31,24751,2021-02-03,55.735835,-164.378335,1,11.625,37,50,42.95,40500.81,55252,NA,NA,NA,NA,NA,NA,2021-02-03 12:25:00,5547,16415,NA,509,2
"A045",71,24751,2021-02-19,55.33167,-164.271665,1,1.875,38,52,91.48,79083.88,100087,NA,NA,NA,NA,NA,NA,2021-02-19 03:50:00,5521,16413,NA,509,1
"A091",57,24734,2021-02-11,56.304165,-164.1025,1,6,34,46,102.68,101580.28,230841,NA,NA,NA,NA,NA,NA,2021-02-11 14:03:00,5618,16358,"C51",509,1
"A091",60,24734,2021-02-12,56.17333,-162.658335,1,7.33333333333333,28,40,167.93,164670.93,208448,NA,NA,NA,NA,NA,NA,2021-02-12 06:30:00,5612,16239,NA,516,1
"78139",9,24603,2021-02-05,55.15,-164.61667,3,7.91666666666667,44,54,50,37106.6,40355,NA,NA,NA,NA,NA,NA,2021-02-05 10:00:00,5509,16440,NA,509,1
"A091",13,24734,2021-01-27,55.85667,-164.9625,1,13.5,38,50,127.91,125989.53,185276,NA,NA,NA,NA,6,NA,2021-01-27 14:40:00,5554,16455,NA,517,1
"A136",28,24710,2021-02-02,55.47083,-164.2225,1,4.95833333333333,39,51,150.97,148038.7,187393,NA,NA,NA,NA,NA,NA,2021-02-02 02:19:00,5531,16408,"C56",509,1
"A039",98,24769,2021-02-23,55.7925,-163.17667,2,17.7083333333333,35,45,59.39,58603.53,78144,NA,NA,NA,NA,NA,NA,2021-02-22 17:35:00,5545,16323,NA,516,1
"A102",8,24772,2021-02-26,55.97417,-164.7275,3,6.04166666666667,36,50,60,56459.63,82919,NA,NA,NA,NA,NA,NA,2021-02-26 20:15:00,5555,16445,NA,509,1
"A095",6,24630,2021-01-30,55.36667,-164.041665,3,2.91666666666667,41,51,120,120000,137514,NA,NA,NA,NA,NA,NA,2021-01-30 14:58:00,5522,16406,NA,509,1
"A115",121,24712,2021-02-25,55.815,-164.088335,1,10.7916666666667,33,48,185.58,180928.96,311941,NA,NA,NA,NA,NA,NA,2021-02-25 05:00:00,5552,16400,NA,509,1
"A115",134,24712,2021-02-28,55.74167,-163.1425,1,6.75,28,40,152.78,150035.59,202747,NA,NA,NA,NA,NA,NA,2021-02-28 01:05:00,5545,16303,NA,509,1
"A327",11,24635,2021-02-05,55.129165,-164.72167,3,8.54166666666667,40,54,81.65,80936.38,96041,NA,NA,NA,NA,NA,NA,2021-02-04 20:50:00,5503,16451,NA,509,1
"A262",86,24700,2021-02-21,56.375,-163.083335,1,17.0833333333333,29,41,171.44,153896.94,219841,NA,NA,NA,NA,15,NA,2021-02-21 00:20:00,5624,16306,NA,509,1
"A069",47,24730,2021-02-07,55.9375,-163.8075,1,13.5,39,48,67.19,62084.5,82415,NA,NA,NA,NA,NA,NA,2021-02-07 15:06:00,5551,16351,NA,509,1
"A054",53,24706,2021-02-15,56.2,-162.683335,1,16.4583333333333,28,38,86.63,82956.06,110538,NA,NA,NA,NA,3,NA,2021-02-15 12:05:00,5613,16234,NA,516,2
"A254",1,24602,2021-01-24,55.304165,-164.229165,3,11.6666666666667,34,46,150,137475.73,163107,NA,NA,NA,NA,NA,NA,2021-01-24 00:28:00,5514,16416,NA,509,1
"A102",10,24772,2021-02-27,56.093335,-164.84,3,8.5,50,50,80,78342.29,144896,NA,NA,NA,NA,NA,NA,2021-02-27 13:16:00,5605,16451,NA,509,1
"A291",38,24753,2021-02-03,55.50833,-164.516665,2,8.95833333333333,43,53,52.89,52296.74,74712,NA,NA,NA,NA,NA,NA,2021-02-03 13:30:00,5532,16427,NA,509,1
"A291",156,24753,2021-02-26,55.878335,-164.5425,2,17.5,40,52,55.24,54097.6,83228,NA,NA,NA,NA,NA,NA,2021-02-26 01:20:00,5552,16428,NA,509,1
"A080",56,24719,2021-02-17,56.655,-162.97167,1,4,27,37,137.02,133844.98,191903,NA,NA,NA,NA,NA,NA,2021-02-17 12:31:00,5640,16304,"C55",516,1
"A045",96,24751,2021-02-25,55.450835,-163.82417,1,1.29166666666667,33,45,92.92,89434.62,119238,NA,NA,NA,NA,NA,NA,2021-02-25 14:59:00,5527,16347,NA,509,1
"A255",55,24756,2021-02-09,55.675,-163.633335,2,9.16666666666667,37,47,57.76,54170.88,72248,NA,NA,NA,NA,NA,NA,2021-02-08 21:20:00,5539,16340,NA,509,1
"A255",62,24756,2021-02-10,55.83708,-163.301945,2,3.79166666666667,36,48,60.92,59147.28,81033,NA,NA,NA,NA,NA,NA,2021-02-09 23:44:00,5550,16321,NA,509,1
"A041",70,24714,2021-02-22,55.980835,-162.614165,1,15.8333333333333,29,40,100.74,99029.4,125317,NA,NA,NA,NA,NA,NA,2021-02-21 17:55:00,5604,16224,"C55",516,1
"A136",53,24710,2021-02-10,56.3125,-163.939165,1,17.2083333333333,31,43,132.01,127162.67,227072,NA,NA,NA,NA,7,NA,2021-02-10 14:54:00,5618,16351,"C55",509,2
"A039",78,24769,2021-02-18,55.283335,-164.25,2,5,40,50,65.06,61062.47,77294,NA,NA,NA,NA,NA,NA,2021-02-18 05:30:00,5519,16411,NA,509,1
"A136",29,24710,2021-02-02,55.495835,-164.238335,1,10.25,38,50,131.38,126263.7,163978,NA,NA,NA,NA,NA,NA,2021-02-02 04:59:00,5525,16417,"C56",509,1
"A074",27,24767,2021-02-03,55.738335,-164.1825,1,10.8333333333333,38,48,121.43,117422.37,167748,NA,NA,NA,NA,NA,NA,2021-02-03 04:12:00,5543,16404,"C55",509,2
"A095",8,24630,2021-01-30,55.325,-164.066665,3,2.45833333333333,36,46,25,19752.13,25562,NA,NA,NA,NA,NA,NA,2021-01-30 20:26:00,5521,16402,NA,509,1
"A074",98,24767,2021-02-24,55.759165,-163.979165,1,4.875,38,48,124.66,119169.3,184993,NA,NA,NA,NA,NA,NA,2021-02-24 17:47:00,5548,16359,NA,509,1
"A262",58,24700,2021-02-10,56.26667,-163.78333,1,16.125,30,44,180.34,177529,286337,NA,NA,NA,NA,NA,NA,2021-02-10 05:58:00,5613,16341,NA,509,2
"A327",7,24635,2021-01-31,55.195,-164.73583,3,6.04166666666667,42,56,108.9,108900,336174,NA,NA,NA,NA,NA,NA,2021-01-31 00:05:00,5511,16440,NA,509,1
"A327",25,24635,2021-02-27,55.533335,-164.12,3,15.4166666666667,38,52,45.4,43764.83,57712,NA,NA,NA,NA,NA,NA,2021-02-27 03:25:00,5528,16414,NA,509,1
"A054",75,24706,2021-02-21,55.925,-162.775,1,5.41666666666667,31,41,102.33,99178.62,132825,NA,NA,NA,NA,NA,NA,2021-02-21 13:45:00,5557,16246,"C52",516,1
"A254",31,24602,2021-02-25,55.849165,-164.333335,3,1.70833333333333,37,49,40,37137.33,56093,NA,NA,NA,NA,NA,NA,2021-02-25 16:54:00,5551,16419,NA,509,1
"A054",84,24706,2021-02-23,55.783335,-163.675,1,9.79166666666667,36,48,138.69,136562.09,197920,NA,NA,NA,NA,NA,NA,2021-02-23 19:40:00,5551,16338,NA,509,1
"A291",16,24753,2021-01-31,56.095835,-163.798335,2,11.7083333333333,35,45,37.31,35344.34,42769,NA,NA,NA,NA,NA,NA,2021-01-31 15:49:00,5605,16348,NA,509,1
"A080",21,24719,2021-01-31,55.88083,-164.579165,1,3.95833333333333,39,49,121.9,119523.93,168338,NA,NA,NA,NA,NA,NA,2021-01-31 11:37:00,5549,16433,"C55",509,1
"A255",44,24756,2021-02-05,55.427915,-164.115975,2,8,40,50,54.01,50372.88,69420,NA,NA,NA,NA,NA,NA,2021-02-05 00:28:00,5527,16400,NA,509,1
"A255",116,24756,2021-02-19,55.379165,-164.00833,2,17.5416666666667,38,48,57.97,48198.04,64158,NA,NA,NA,NA,NA,NA,2021-02-19 01:04:00,5523,16403,NA,509,1
"A282",72,24733,2021-02-17,56.773335,-163.109165,1,6.875,26,36,155.44,153943.1,192430,NA,NA,NA,NA,NA,NA,2021-02-17 16:25:00,5648,16304,NA,509,1
"A255",20,24756,2021-02-01,55.375,-164.708335,2,2.70833333333333,45,55,58.37,57387.19,80830,NA,NA,NA,NA,NA,NA,2021-02-01 20:15:00,5522,16442,NA,509,1
"A282",10,24733,2021-01-28,55.66,-165.100835,1,8.75,45,56,155.87,154188.16,252764,NA,NA,NA,NA,NA,NA,2021-01-28 01:50:00,5543,16506,"C54",517,1
"A095",26,24630,2021-02-28,54.433335,-165.70833,3,31.6666666666667,155,172,30,30000,86866,NA,NA,NA,NA,NA,NA,2021-02-28 00:10:00,5425,16544,NA,519,1
"A359",10,24636,2021-02-01,55.3775,-164.74639,3,6.29166666666667,41,55,210,209896.09,242627,NA,NA,NA,NA,NA,NA,2021-02-01 19:38:00,5522,16444,NA,509,1
"A359",17,24636,2021-02-08,55.573615,-164.81694,3,5.20833333333333,44,56,200,2e+05,237838,NA,NA,NA,NA,NA,NA,2021-02-08 13:03:00,5534,16448,NA,509,1
"A115",59,24712,2021-02-09,56.075,-163.53667,1,9.04166666666667,30,47,194.44,189486.47,274623,NA,NA,NA,NA,NA,NA,2021-02-09 03:38:00,5600,16333,NA,509,1
"A041",15,24714,2021-01-29,55.753335,-163.859165,1,14.5833333333333,38,48,174.61,171780.62,217441,NA,NA,NA,NA,NA,NA,2021-01-29 16:05:00,5544,16348,"C56",509,1
"A041",62,24714,2021-02-19,56.7025,-163.520835,1,4.58333333333333,28,38,180.26,178369.14,222959,NA,NA,NA,NA,NA,NA,2021-02-19 04:10:00,5638,16332,NA,509,1
"A091",61,24734,2021-02-12,56.29083,-162.435835,1,7.33333333333333,28,40,110.57,108710.43,126403,NA,NA,NA,NA,NA,NA,2021-02-12 11:31:00,5612,16230,NA,516,1
"A136",23,24710,2021-01-31,56.06083,-163.765,1,9,34,47,102.18,98775.33,118922,NA,NA,NA,NA,NA,NA,2021-01-31 13:30:00,5601,16343,"C56",509,1
"A136",85,24710,2021-02-23,55.71667,-163.386665,1,14.4583333333333,31,44,138.61,130985.4,177012,NA,NA,NA,NA,NA,NA,2021-02-23 00:43:00,5542,16319,"C55",509,1
"A115",127,24712,2021-02-26,55.799165,-164.760835,1,8.625,36,50,155.13,154185.87,237209,NA,NA,NA,NA,NA,NA,2021-02-26 11:24:00,5541,16443,NA,509,1
"A102",7,24772,2021-02-23,55.756665,-163.76,3,4.79166666666667,35,49,140,138877.71,204400,NA,NA,NA,NA,NA,NA,2021-02-23 21:30:00,5542,16348,NA,509,1
"A074",109,24767,2021-03-03,55.486665,-163.61333,1,5.66666666666667,29,39,134.4,131978.01,164973,NA,NA,NA,NA,NA,NA,2021-03-03 12:13:00,5530,16334,NA,509,1
"A262",45,24700,2021-02-07,55.383335,-164.208335,1,11.6666666666667,43,51,109.55,100278.51,134240,NA,NA,NA,NA,NA,NA,2021-02-06 21:50:00,5522,16419,NA,509,1
"A574",6,24638,2021-01-31,55.20833,-164.76667,3,7.20833333333333,41,58,180,177752.16,547781,NA,NA,NA,NA,NA,NA,2021-01-31 05:10:00,5511,16446,NA,509,1
"A115",25,24712,2021-01-30,55.69,-164.038335,1,11.875,30,47,126.07,119488.85,161473,NA,NA,NA,NA,NA,NA,2021-01-30 02:10:00,5542,16400,NA,509,1
"A300",4,24763,2021-02-15,56.298335,-162.55125,3,25.8333333333333,38,40,70,59200,74667,NA,NA,NA,NA,NA,NA,2021-02-15 01:38:00,5614,16227,NA,516,1
"A238",5,24727,2021-02-08,55.15833,-164.81667,3,2.91666666666667,48,58,130,130000,225685,NA,NA,NA,NA,NA,NA,2021-02-08 12:00:00,5511,16449,NA,509,1
"A238",6,24727,2021-02-08,55.2,-164.78333,3,4.16666666666667,48,58,80,79261.54,161846,NA,NA,NA,NA,NA,NA,2021-02-08 14:10:00,5509,16447,NA,509,1
"A069",16,24730,2021-01-29,55.6,-163.80083,1,9.41666666666667,36,46,102.23,99837.64,120294,NA,NA,NA,NA,NA,NA,2021-01-28 23:46:00,5535,16348,NA,509,1
"A069",48,24730,2021-02-08,55.899165,-163.599165,1,11.5416666666667,38,47,108.91,98562.93,133651,NA,NA,NA,NA,NA,NA,2021-02-07 22:50:00,5553,16346,NA,509,1
"A069",110,24730,2021-02-28,55.763335,-163.11417,1,7.20833333333333,33,41,107.08,105441.29,150632,NA,NA,NA,NA,NA,NA,2021-02-27 23:46:00,5544,16313,"C52",516,1
"A254",2,24602,2021-01-24,55.37833,-164.19917,3,6.75,39,51,200,190300.68,226964,NA,NA,NA,NA,NA,NA,2021-01-24 06:15:00,5526,16406,NA,509,5
"A291",95,24753,2021-02-12,56.2425,-162.665835,2,8.95833333333333,33,43,48.16,47805,62907,NA,NA,NA,NA,NA,NA,2021-02-12 11:45:00,5614,16241,NA,516,1
"A291",123,24753,2021-02-22,55.749165,-163.131665,2,7.29166666666667,32,42,50.23,49675.62,64516,NA,NA,NA,NA,NA,NA,2021-02-22 09:10:00,5543,16316,NA,516,1
"A291",23,24753,2021-02-01,55.5075,-164.18,2,5.45833333333333,41,51,53.89,52304.76,68829,NA,NA,NA,NA,NA,NA,2021-02-01 21:00:00,5531,16404,NA,509,1
"A255",77,24756,2021-02-12,56.20847,-162.70681,2,4.20833333333333,34,44,61.21,60107.45,75137,NA,NA,NA,NA,NA,NA,2021-02-12 07:34:00,5611,16243,NA,516,1
"A282",18,24733,2021-01-31,56.050835,-163.60833,1,7.5,36,46,128.49,126569.37,139085,NA,NA,NA,NA,NA,NA,2021-01-31 03:55:00,5602,16336,"C54",509,1
"A255",118,24756,2021-02-19,55.491665,-163.533335,2,6.08333333333333,30,40,58.13,57007.18,75998,NA,NA,NA,NA,NA,NA,2021-02-19 14:30:00,5530,16334,NA,509,1
"A255",119,24756,2021-02-19,55.483335,-163.6,2,4.83333333333333,30,38,61.21,60831.76,83573,NA,NA,NA,NA,NA,NA,2021-02-19 16:29:00,5527,16339,NA,509,1
"A282",77,24733,2021-02-22,55.938335,-163.0375,1,10.2083333333333,35,45,218.1,213803.6,274096,NA,NA,NA,NA,NA,NA,2021-02-22 05:55:00,5557,16258,"C54",509,1
"A255",5,24756,2021-01-30,55.36667,-164.083335,2,2.5,40,50,52.55,51298.84,71251,NA,NA,NA,NA,NA,NA,2021-01-30 16:50:00,5522,16407,NA,509,1
"A255",8,24756,2021-01-30,55.375,-163.966665,2,6.25,38,48,57.41,52584.12,68897,NA,NA,NA,NA,NA,NA,2021-01-30 20:00:00,5522,16357,NA,509,1
"A225",22,24750,2021-02-23,55.611665,-163.59,1,6.04166666666667,28,40,99.62,88495.01,119413,NA,NA,NA,NA,NA,NA,2021-02-23 05:45:00,5537,16336,NA,509,1
"A225",33,24750,2021-02-26,55.29167,-164.2,1,5.41666666666667,36,47,78.06,71382.58,92105,NA,NA,NA,NA,NA,NA,2021-02-26 15:35:00,5518,16410,"C51",509,1
"A225",35,24750,2021-02-27,55.468335,-164.210835,1,8.75,43,53,98.85,89432.88,116144,NA,NA,NA,NA,NA,NA,2021-02-27 05:55:00,5525,16419,NA,509,1
"A045",11,24751,2021-01-29,55.678335,-163.793335,1,6.16666666666667,36,51,81.69,79500.36,110423,NA,NA,NA,NA,NA,NA,2021-01-29 07:25:00,5541,16340,NA,509,2
"A282",12,24733,2021-01-29,55.794165,-163.3375,1,18.75,37,47,159.57,121955.57,167050,NA,NA,NA,NA,NA,NA,2021-01-28 22:25:00,5546,16318,NA,509,1
"A045",56,24751,2021-02-12,56.343335,-162.139165,1,4.16666666666667,30,42,99.58,98095.75,124169,NA,NA,NA,NA,NA,NA,2021-02-12 22:15:00,5620,16202,"C51",516,1
"A045",65,24751,2021-02-15,56.22583,-162.06917,1,1.875,31,45,82.13,81004.81,114081,NA,NA,NA,NA,NA,NA,2021-02-15 10:35:00,5611,16204,"C51",516,1
"A041",9,24714,2021-01-27,55.82167,-164.781665,1,7.5,40,50,174.62,172914.36,250598,NA,NA,NA,NA,4,NA,2021-01-27 12:10:00,5550,16439,"C56",509,1
"A091",37,24734,2021-02-06,55.43917,-164.213335,1,9.16666666666667,40,52,141.68,134077.66,207007,NA,NA,NA,NA,6,NA,2021-02-06 16:55:00,5523,16415,NA,509,1
"A041",55,24714,2021-02-16,56.780835,-162.383335,1,7.91666666666667,26,36,151.67,149104.68,179648,NA,NA,NA,NA,NA,NA,2021-02-16 08:30:00,5646,16222,"C55",516,1
"78139",10,24603,2021-02-06,55.408335,-164.13333,3,30.2083333333333,40,52,240,237501.17,308065,NA,NA,NA,NA,NA,NA,2021-02-05 17:15:00,5518,16414,NA,509,1
"A091",6,24734,2021-01-25,55.589165,-164.2125,1,7.08333333333333,39,51,103.78,103270.07,166560,NA,NA,NA,NA,5,NA,2021-01-25 14:54:00,5535,16414,NA,509,1
"A091",8,24734,2021-01-26,55.471665,-164.43667,1,9.375,41,53,119.12,115453.18,164918,NA,NA,0.61,3,3,NA,2021-01-26 04:45:00,5529,16424,NA,509,1
"A136",1,24710,2021-01-25,55.3975,-164.41833,1,2.91666666666667,37,52,156.93,154735.29,257893,NA,NA,NA,NA,14,NA,2021-01-25 12:44:00,5522,16423,NA,509,1
"A136",67,24710,2021-02-14,56.5775,-162.565,1,1.20833333333333,25,37,84.43,82514.56,108586,NA,NA,NA,NA,NA,NA,2021-02-14 12:13:00,5634,16235,NA,516,1
"A039",79,24769,2021-02-18,55.2775,-164.334165,2,5.20833333333333,41,51,64.85,58946.82,94154,NA,NA,NA,NA,NA,NA,2021-02-18 10:50:00,5515,16420,NA,509,1
"A136",37,24710,2021-02-06,55.254165,-164.66417,1,12.125,41,54,60.14,51490.38,65500,NA,NA,NA,NA,3,NA,2021-02-06 14:40:00,5517,16441,NA,509,1
"A039",66,24769,2021-02-15,56.25833,-162.54167,2,2.5,31,41,58.32,56696.78,74607,NA,NA,NA,NA,NA,NA,2021-02-15 11:28:00,5617,16234,NA,516,1
"A136",77,24710,2021-02-21,56.36,-163.1225,1,9.5,31,43,147.46,132006.85,162978,NA,NA,NA,NA,13,NA,2021-02-21 02:44:00,5621,16310,NA,509,2
"A136",99,24710,2021-02-26,55.94333,-164.77,1,9,36,48,150.58,149151.95,261660,NA,NA,1.17,4,4,NA,2021-02-26 14:26:00,5557,16448,NA,509,1
"A074",46,24767,2021-02-10,56.335835,-163.89667,1,11.4583333333333,33,44,92.55,90263.57,170310,NA,NA,NA,NA,NA,NA,2021-02-10 13:07:00,5620,16347,NA,509,1
"A095",14,24630,2021-02-08,55.158335,-164.833335,3,4.33333333333333,48,58,150,149993.93,260516,NA,NA,NA,NA,NA,NA,2021-02-08 11:51:00,5507,16452,NA,509,1
"A074",73,24767,2021-02-19,55.176665,-164.77333,1,1.20833333333333,46,56,64.86,64317.23,121349,NA,NA,0.68,3,3,NA,2021-02-19 11:52:00,5511,16446,"C53",509,1
"A074",79,24767,2021-02-20,56.545,-162.96167,1,4.25,29,39,21.08,19707.97,35197,NA,NA,NA,NA,4,NA,2021-02-20 20:36:00,5632,16257,NA,516,1
"A574",12,24638,2021-02-05,55.358335,-164.18333,3,10.4166666666667,43,53,90,79913.79,113470,NA,NA,NA,NA,NA,NA,2021-02-05 14:05:00,5522,16411,NA,509,1
"A262",77,24700,2021-02-18,56.75833,-163.291665,1,7.5,26,37,180.92,177575.27,208916,NA,NA,NA,NA,NA,NA,2021-02-18 06:30:00,5644,16320,NA,509,2
"A327",1,24635,2021-01-21,55.19167,-164.483335,3,4.58333333333333,39,52,99.8,87810.49,78523,NA,NA,NA,NA,NA,NA,2021-01-21 07:00:00,5513,16425,NA,509,1
"A317",12,24703,2021-02-16,55.35,-164.075835,3,27.4583333333333,37,47,200,191167.19,243954,NA,NA,NA,NA,NA,NA,2021-02-15 23:16:00,5518,16407,NA,509,1
"A115",18,24712,2021-01-28,55.5925,-165.0375,1,13.5416666666667,33,54,186.66,182220.28,280341,NA,NA,NA,NA,28,NA,2021-01-28 02:05:00,5536,16456,NA,517,2
"A115",51,24712,2021-02-07,55.885835,-163.6625,1,11,33,49,153.57,151301.79,204459,NA,NA,NA,NA,4,NA,2021-02-07 12:26:00,5550,16343,NA,509,1
"A115",54,24712,2021-02-08,55.8725,-163.30917,1,12,29,47,145.77,141339.73,181204,NA,NA,NA,NA,8,NA,2021-02-08 04:30:00,5552,16319,NA,509,1
"A053",2,24765,2021-02-04,55.097635,-164.935555,3,10.7916666666667,47,57,75,74298.14,88375,NA,NA,NA,NA,NA,NA,2021-02-04 16:13:00,5508,16456,NA,509,1
"A053",3,24765,2021-02-05,55.077775,-164.80639,3,16.2916666666667,44,54,135,112574.13,137727,NA,NA,NA,NA,NA,NA,2021-02-04 21:51:00,5503,16449,NA,509,1
"A039",13,24697,2021-01-30,55.375,-164.033335,2,5.33333333333333,39,49,66.52,64254.19,81336,NA,NA,NA,NA,6,NA,2021-01-30 20:08:00,5525,16358,NA,509,1
"A039",20,24697,2021-02-01,55.408335,-164.355,2,12.2083333333333,44,54,65.02,63859,89859,NA,NA,NA,NA,NA,NA,2021-02-01 07:17:00,5522,16427,NA,509,1
"A039",37,24697,2021-02-05,55.341665,-164.75,2,4.70833333333333,47,57,62.85,57211.71,82927,NA,NA,NA,NA,6,NA,2021-02-05 01:00:00,5517,16444,NA,509,1
"A254",22,24602,2021-02-20,55.473335,-164.578335,3,8.25,42,54,210,210000,336555,NA,NA,NA,NA,NA,NA,2021-02-20 10:30:00,5529,16434,NA,509,1
"A054",35,24706,2021-02-06,55.608335,-163.74167,1,0.833333333333333,36,46,102.38,101504.37,126879,NA,NA,NA,NA,NA,NA,2021-02-06 11:40:00,5536,16343,"C52",509,1
"A069",29,24730,2021-02-01,55.975835,-164.68,1,5.875,39,49,107.13,104279.22,148974,NA,NA,NA,NA,NA,NA,2021-01-31 23:49:00,5601,16439,NA,509,1
"A069",41,24730,2021-02-06,55.6075,-163.82167,1,7.45833333333333,38,45,110.79,108250.28,144333,NA,NA,NA,NA,NA,NA,2021-02-06 10:15:00,5535,16400,NA,509,1
"A054",72,24706,2021-02-20,55.825,-164.666665,1,15.625,39,49,118.63,117096.8,220931,NA,NA,NA,NA,14,NA,2021-02-20 15:34:00,5549,16438,"C52",509,1
"A069",80,24730,2021-02-18,55.615,-164.284165,1,5.54166666666667,42,50,104.38,100159.39,141697,NA,NA,NA,NA,3,NA,2021-02-18 09:16:00,5534,16413,"C52",509,1
"A054",43,24706,2021-02-08,56.008335,-163.175,1,2.33333333333333,33,44,102.5,99930.88,128744,NA,NA,NA,NA,NA,NA,2021-02-08 13:35:00,5601,16313,"C52",509,1
"A105",12,24761,2021-02-26,55.369165,-164.12917,1,15.625,39,49,91.34,82240.03,103542,NA,NA,NA,NA,6,NA,2021-02-26 09:40:00,5523,16407,NA,509,1
"A080",32,24719,2021-02-03,55.55583,-164.635,1,13.875,44,52,141.09,136229.24,200334,NA,NA,NA,NA,NA,NA,2021-02-03 17:57:00,5532,16435,NA,509,2
"A080",43,24719,2021-02-13,56.30917,-162.18417,1,6.95833333333333,30,38,168.47,165712.98,209764,NA,NA,NA,NA,NA,NA,2021-02-13 21:00:00,5622,16205,"C53",516,1
"A080",13,24719,2021-01-27,55.923335,-165.065835,1,5.33333333333333,40,50,150.71,149767.17,217052,NA,NA,NA,NA,NA,NA,2021-01-27 16:14:00,5605,16509,"C55",509,1
"A255",39,24756,2021-02-04,55.34167,-164.158335,2,10,40,50,46.95,41651.03,57920,NA,NA,NA,NA,NA,4,2021-02-04 10:40:00,5516,16418,NA,509,1
"A255",132,24756,2021-02-21,55.858335,-164.84167,2,30.0416666666667,40,52,62.56,60140.16,81263,NA,NA,NA,NA,5,NA,2021-02-21 00:30:00,5548,16443,NA,509,1
"A255",140,24756,2021-02-24,55.76833,-163.640835,2,10.2916666666667,41,49,59.03,48445.88,65750,NA,NA,NA,NA,NA,NA,2021-02-24 03:52:00,5546,16336,NA,509,1
"A255",160,24756,2021-02-26,55.991665,-164.62667,2,8.66666666666667,41,49,51.96,50768.93,74661,NA,NA,NA,NA,NA,NA,2021-02-26 20:01:00,5558,16437,NA,509,1
"A255",161,24756,2021-02-27,55.985975,-164.60833,2,19.8333333333333,41,51,51.7,49886.53,79201,NA,NA,NA,NA,4,NA,2021-02-26 22:04:00,5558,16441,NA,509,1
"A282",63,24733,2021-02-15,56.256665,-162.479165,1,3.75,29,39,183.09,177817.39,230932,NA,NA,NA,NA,NA,NA,2021-02-15 05:30:00,5614,16228,NA,516,1
"A282",70,24733,2021-02-17,56.84,-162.926665,1,12.2916666666667,25,33,212.2,198095.51,230325,NA,NA,NA,NA,NA,NA,2021-02-17 02:10:00,5651,16253,NA,516,1
"A255",11,24756,2021-01-31,55.441665,-164.025,2,9.58333333333333,40,50,44.52,42527.34,61197,NA,NA,NA,NA,14,NA,2021-01-31 16:10:00,5526,16402,NA,509,1
"A045",46,24751,2021-02-10,56.204165,-163.8025,1,2.70833333333333,32,46,95.36,93891.32,123535,NA,NA,NA,NA,NA,NA,2021-02-10 00:40:00,5612,16351,NA,509,1
"A115",64,24712,2021-02-10,56.33333,-163.650835,1,11.3333333333333,28,44,84.19,79489.13,116893,NA,NA,NA,NA,8,NA,2021-02-10 05:48:00,5617,16343,NA,509,2
"A115",84,24712,2021-02-14,56.395835,-162.1875,1,12.0833333333333,24,43,203.02,201920.95,262233,NA,NA,NA,NA,NA,NA,2021-02-14 15:10:00,5620,16214,NA,516,1
"A041",16,24714,2021-01-30,55.755,-164.000835,1,10,35,48,152.26,149009.2,181723,NA,NA,NA,NA,NA,NA,2021-01-29 23:00:00,5545,16353,NA,509,1
"78139",2,24603,2021-01-24,55.31667,-164.241665,3,8.125,38,50,260,252268.72,313546,NA,NA,NA,NA,NA,NA,2021-01-24 07:45:00,5516,16417,NA,509,1
"A041",32,24714,2021-02-04,55.67333,-164.759165,1,5.41666666666667,37,51,51.79,50909.74,80818,NA,NA,NA,NA,NA,NA,2021-02-03 22:15:00,5541,16444,"C56",509,1
